Time,IP_Address,API_Call
00:01:28,172:144:0:35,Regularly1
00:01:29,172:144:0:36,Often3
00:01:30,172:144:0:24,Often5
00:01:31,172:144:0:37,Often6
00:01:32,172:144:0:29,Often6
00:01:33,172:144:0:25,Often5
00:01:34,172:144:0:31,Often1
00:01:35,172:144:0:25,Often4
00:01:36,172:144:0:32,Often7
00:01:37,172:144:0:35,Often1
00:01:38,172:144:0:30,Regularly2
00:01:39,172:144:0:22,Often6
00:01:40,172:144:0:27,Often6
00:01:41,172:144:0:36,Often8
00:01:42,172:144:0:28,Sometimes2
00:01:43,172:144:0:37,Often1
00:01:44,172:144:0:30,Often3
00:01:45,172:144:0:25,Often2
00:01:46,172:144:0:35,Often7
00:01:47,172:144:0:29,Often1
00:01:48,172:144:0:26,Often1
00:01:49,172:144:0:27,Often7
00:01:50,172:144:0:25,Often4
00:01:51,172:144:0:22,Regularly2
00:01:52,172:144:0:25,Often2
00:01:53,172:144:0:34,Regularly1
00:01:54,172:144:0:23,Regularly1
00:01:55,172:144:0:28,Regularly3
00:01:56,172:144:0:28,Often4
00:01:57,172:144:0:25,Often8
00:01:58,172:144:0:23,Often4
00:01:59,172:144:0:35,Sometimes2
00:02:00,172:144:0:27,Often3
00:02:01,172:144:0:34,Sometimes2
00:02:02,172:144:0:31,Regularly2
00:02:03,172:144:0:32,Sometimes1
00:02:04,172:144:0:23,Often1
00:02:05,172:144:0:31,Often4
00:02:06,172:144:0:22,Often5
00:02:07,172:144:0:32,Rarely
00:02:08,172:144:0:24,Often3
00:02:09,172:144:0:31,Often3
00:02:10,172:144:0:33,Regularly2
00:02:11,172:144:0:34,Often4
00:02:12,172:144:0:22,Often8
00:02:13,172:144:0:29,Often3
00:02:14,172:144:0:26,Often5
00:02:15,172:144:0:32,Often5
00:02:16,172:144:0:23,Often1
00:02:17,175:144:22:2,Sometimes1
00:02:18,172:144:0:34,Often1
00:02:19,172:144:0:37,Often3
00:02:20,172:144:0:27,Sometimes2
00:02:21,172:144:0:23,Sometimes2
00:02:22,172:144:0:30,Often1
00:02:23,172:144:0:36,Regularly1
00:02:24,172:144:0:32,Regularly3
00:02:25,172:144:0:36,Often5
00:02:26,172:144:0:35,Rarely
00:02:27,172:144:0:23,Often6
00:02:28,172:144:0:23,Often3
00:02:29,172:144:0:31,Often6
00:02:30,172:144:0:25,Rarely
00:02:31,172:144:0:35,Regularly1
00:02:32,172:144:0:22,Often2
00:02:33,172:144:0:25,Often2
00:02:34,172:144:0:36,Often6
00:02:35,172:144:0:25,Regularly3
00:02:36,172:144:0:32,Often1
00:02:37,172:144:0:30,Sometimes2
00:02:38,172:144:0:24,Rarely
00:02:39,172:144:0:37,Often5
00:02:40,172:144:0:36,Often8
00:02:41,172:144:0:32,Regularly2
00:02:42,172:144:0:27,Regularly1
00:02:43,172:144:0:28,Regularly1
00:02:44,175:144:22:7,Sometimes2
00:02:45,172:144:0:29,Regularly2
00:02:46,172:144:0:35,Sometimes1
00:02:47,172:144:0:31,Regularly3
00:02:48,172:144:0:24,Regularly1
00:02:49,172:144:0:36,Regularly1
00:02:50,172:144:0:26,Regularly2
00:02:51,172:144:0:37,Often7
00:02:52,172:144:0:27,Often8
00:02:53,172:144:0:24,Often5
00:02:54,172:144:0:30,Often3
00:02:55,172:144:0:37,Often3
00:02:56,172:144:0:37,Often1
00:02:57,172:144:0:37,Often7
00:02:58,172:144:0:31,Often8
00:02:59,172:144:0:36,Often1
00:03:00,172:144:0:29,Often5
00:03:01,172:144:0:29,Often2
00:03:02,172:144:0:34,Regularly2
00:03:03,172:144:0:35,Often6
00:03:04,172:144:0:28,Often6
00:03:05,172:144:0:31,Sometimes1
00:03:06,172:144:0:23,Sometimes2
00:03:07,172:144:0:26,Sometimes1
00:03:08,172:144:0:34,Often3
00:03:09,172:144:0:23,Sometimes1
00:03:10,172:144:0:35,Regularly1
00:03:11,172:144:0:26,Regularly1
00:03:12,172:144:0:33,Sometimes2
00:03:13,172:144:0:23,Regularly3
00:03:14,172:144:0:33,Often4
00:03:15,175:144:22:3,Sometimes1
00:03:16,175:144:22:5,Rarely
00:03:17,172:144:0:27,Often1
00:03:18,172:144:0:31,Regularly1
00:03:19,172:144:0:28,Often5
00:03:20,172:144:0:33,Often4
00:03:21,172:144:0:25,Regularly1
00:03:22,172:144:0:34,Often8
00:03:23,172:144:0:31,Regularly2
00:03:24,175:144:22:5,Sometimes1
00:03:25,172:144:0:25,Often6
00:03:26,172:144:0:35,Regularly3
00:03:27,175:144:22:7,Sometimes1
00:03:28,172:144:0:29,Regularly2
00:03:29,172:144:0:35,Often8
00:03:30,172:144:0:36,Regularly3
00:03:31,172:144:0:26,Sometimes2
00:03:32,172:144:0:26,Often7
00:03:33,172:144:0:36,Regularly1
00:03:34,172:144:0:34,Often7
00:03:35,172:144:0:24,Often6
00:03:36,172:144:0:36,Often2
00:03:37,172:144:0:35,Often1
00:03:38,172:144:0:22,Regularly1
00:03:39,172:144:0:23,Rarely
00:03:40,172:144:0:22,Often5
00:03:41,172:144:0:23,Sometimes1
00:03:42,172:144:0:26,Often4
00:03:43,172:144:0:24,Often4
00:03:44,172:144:0:24,Sometimes2
00:03:45,172:144:0:35,Regularly2
00:03:46,175:144:22:3,Rarely
00:03:47,172:144:0:22,Often1
00:03:48,172:144:0:24,Regularly1
00:03:49,172:144:0:32,Often5
00:03:50,172:144:0:22,Often8
00:03:51,172:144:0:28,Often7
00:03:52,172:144:0:36,Regularly3
00:03:53,175:144:22:5,Regularly1
00:03:54,172:144:0:24,Often8
00:03:55,172:144:0:34,Often8
00:03:56,172:144:0:32,Regularly2
00:03:57,172:144:0:24,Often3
00:03:58,172:144:0:28,Sometimes1
00:03:59,172:144:0:37,Often8
00:04:00,172:144:0:22,Often4
00:04:01,172:144:0:33,Sometimes2
00:04:02,172:144:0:30,Often2
00:04:03,172:144:0:26,Often1
00:04:04,172:144:0:28,Often4
00:04:05,172:144:0:25,Often7
00:04:06,172:144:0:26,Regularly3
00:04:07,172:144:0:30,Often3
00:04:08,172:144:0:28,Sometimes1
00:04:09,172:144:0:32,Often4
00:04:10,172:144:0:36,Regularly3
00:04:11,172:144:0:31,Often3
00:04:12,172:144:0:23,Often2
00:04:13,175:144:22:6,Rarely
00:04:14,172:144:0:36,Often5
00:04:15,172:144:0:33,Regularly3
00:04:16,172:144:0:33,Often8
00:04:17,172:144:0:26,Regularly2
00:04:18,172:144:0:36,Often3
00:04:19,172:144:0:23,Often4
00:04:20,172:144:0:31,Regularly2
00:04:21,172:144:0:31,Often1
00:04:22,172:144:0:31,Regularly1
00:04:23,172:144:0:25,Often8
00:04:24,175:144:22:5,Sometimes1
00:04:25,172:144:0:23,Often7
00:04:26,172:144:0:34,Rarely
00:04:27,172:144:0:34,Regularly2
00:04:28,172:144:0:31,Regularly3
00:04:29,172:144:0:24,Often3
00:04:30,175:144:22:5,Sometimes2
00:04:31,172:144:0:29,Often7
00:04:32,172:144:0:31,Often6
00:04:33,172:144:0:36,Regularly1
00:04:34,172:144:0:29,Regularly3
00:04:35,172:144:0:25,Often7
00:04:36,172:144:0:25,Rarely
00:04:37,172:144:0:30,Rarely
00:04:38,172:144:0:28,Sometimes2
00:04:39,172:144:0:34,Regularly2
00:04:40,172:144:0:24,Often5
00:04:41,172:144:0:37,Regularly1
00:04:42,172:144:0:37,Often8
00:04:43,172:144:0:27,Often8
00:04:44,172:144:0:31,Sometimes1
00:04:45,172:144:0:30,Often1
00:04:46,175:144:22:7,Rarely
00:04:47,172:144:0:26,Sometimes2
00:04:48,172:144:0:34,Sometimes2
00:04:49,172:144:0:25,Often2
00:04:50,172:144:0:31,Rarely
00:04:51,172:144:0:33,Sometimes1
00:04:52,172:144:0:35,Often5
00:04:53,172:144:0:36,Regularly2
00:04:54,172:144:0:26,Sometimes2
00:04:55,175:144:22:7,Sometimes1
00:04:56,172:144:0:37,Regularly2
00:04:57,172:144:0:23,Often8
00:04:58,172:144:0:29,Often4
00:04:59,172:144:0:26,Sometimes2
00:05:00,172:144:0:26,Often3
00:05:01,175:144:22:2,Rarely
00:05:02,172:144:0:31,Regularly2
00:05:03,172:144:0:28,Often2
00:05:04,172:144:0:34,Often3
00:05:05,172:144:0:36,Often4
00:05:06,172:144:0:36,Sometimes2
00:05:07,172:144:0:25,Often8
00:05:08,172:144:0:25,Often1
00:05:09,172:144:0:26,Regularly2
00:05:10,172:144:0:35,Regularly2
00:05:11,172:144:0:25,Often1
00:05:12,172:144:0:28,Rarely
00:05:13,172:144:0:30,Often7
00:05:14,172:144:0:33,Often6
00:05:15,172:144:0:33,Often6
00:05:16,172:144:0:37,Often1
00:05:17,172:144:0:26,Often1
00:05:18,172:144:0:27,Often8
00:05:19,172:144:0:25,Often7
00:05:20,175:144:22:7,Rarely
00:05:21,172:144:0:37,Often1
00:05:22,172:144:0:33,Often1
00:05:23,172:144:0:23,Sometimes2
00:05:24,175:144:22:5,Rarely
00:05:25,172:144:0:30,Often7
00:05:26,172:144:0:30,Often8
00:05:27,172:144:0:32,Rarely
00:05:28,175:144:22:4,Sometimes2
00:05:29,172:144:0:22,Often7
00:05:30,172:144:0:24,Often8
00:05:31,172:144:0:25,Often1
00:05:32,172:144:0:30,Often5
00:05:33,172:144:0:28,Often5
00:05:34,172:144:0:24,Often7
00:05:35,172:144:0:33,Often3
00:05:36,172:144:0:29,Often5
00:05:37,172:144:0:24,Often1
00:05:38,172:144:0:32,Regularly1
00:05:39,172:144:0:37,Often7
00:05:40,172:144:0:28,Rarely
00:05:41,172:144:0:36,Often7
00:05:42,172:144:0:22,Sometimes1
00:05:43,172:144:0:25,Regularly2
00:05:44,172:144:0:33,Often2
00:05:45,172:144:0:31,Sometimes2
00:05:46,172:144:0:30,Rarely
00:05:47,172:144:0:27,Often7
00:05:48,172:144:0:27,Often8
00:05:49,172:144:0:29,Regularly1
00:05:50,172:144:0:30,Rarely
00:05:51,175:144:22:4,Rarely
00:05:52,175:144:22:7,Rarely
00:05:53,172:144:0:34,Often5
00:05:54,172:144:0:24,Often1
00:05:55,175:144:22:2,Regularly3
00:05:56,172:144:0:33,Often6
00:05:57,172:144:0:27,Often4
00:05:58,172:144:0:25,Often6
00:05:59,172:144:0:37,Regularly2
00:06:00,172:144:0:23,Often4
00:06:01,172:144:0:31,Often4
00:06:02,172:144:0:29,Often5
00:06:03,172:144:0:35,Often7
00:06:04,172:144:0:37,Rarely
00:06:05,172:144:0:27,Often7
00:06:06,172:144:0:23,Rarely
00:06:07,172:144:0:22,Sometimes2
00:06:08,172:144:0:27,Sometimes2
00:06:09,172:144:0:23,Often4
00:06:10,172:144:0:32,Often2
00:06:11,172:144:0:30,Often6
00:06:12,172:144:0:27,Regularly1
00:06:13,172:144:0:26,Regularly3
00:06:14,172:144:0:30,Regularly3
00:06:15,172:144:0:26,Sometimes2
00:06:16,172:144:0:25,Regularly3
00:06:17,172:144:0:27,Rarely
00:06:18,172:144:0:23,Often5
00:06:19,172:144:0:24,Regularly3
00:06:20,172:144:0:26,Often8
00:06:21,172:144:0:23,Often3
00:06:22,172:144:0:30,Often2
00:06:23,172:144:0:36,Often1
00:06:24,172:144:0:24,Often3
00:06:25,172:144:0:25,Regularly3
00:06:26,172:144:0:31,Regularly3
00:06:27,172:144:0:34,Regularly1
00:06:28,172:144:0:31,Often3
00:06:29,172:144:0:31,Regularly3
00:06:30,172:144:0:37,Often3
00:06:31,175:144:22:5,Rarely
00:06:32,172:144:0:35,Sometimes2
00:06:33,172:144:0:23,Often3
00:06:34,172:144:0:28,Rarely
00:06:35,172:144:0:30,Often2
00:06:36,172:144:0:34,Regularly2
00:06:37,172:144:0:26,Rarely
00:06:38,172:144:0:23,Often1
00:06:39,175:144:22:7,Rarely
00:06:40,172:144:0:33,Often3
00:06:41,172:144:0:28,Often7
00:06:42,172:144:0:27,Often6
00:06:43,172:144:0:31,Often7
00:06:44,172:144:0:26,Often4
00:06:45,172:144:0:33,Regularly2
00:06:46,175:144:22:3,Regularly3
00:06:47,172:144:0:37,Often2
00:06:48,172:144:0:34,Sometimes2
00:06:49,172:144:0:35,Sometimes1
00:06:50,172:144:0:33,Often1
00:06:51,172:144:0:32,Regularly3
00:06:52,172:144:0:22,Sometimes2
00:06:53,175:144:22:3,Rarely
00:06:54,172:144:0:34,Sometimes2
00:06:55,172:144:0:26,Often4
00:06:56,172:144:0:37,Often3
00:06:57,172:144:0:22,Often7
00:06:58,172:144:0:34,Often3
00:06:59,172:144:0:34,Often6
00:07:00,172:144:0:32,Regularly1
00:07:01,172:144:0:32,Regularly1
00:07:02,172:144:0:28,Sometimes2
00:07:03,172:144:0:31,Regularly1
00:07:04,172:144:0:26,Often1
00:07:05,172:144:0:22,Often5
00:07:06,172:144:0:33,Often6
00:07:07,172:144:0:23,Often8
00:07:08,172:144:0:23,Often2
00:07:09,172:144:0:33,Regularly2
00:07:10,172:144:0:30,Sometimes1
00:07:11,172:144:0:22,Often8
00:07:12,172:144:0:28,Often3
00:07:13,172:144:0:25,Often8
00:07:14,172:144:0:34,Regularly2
00:07:15,172:144:0:37,Often3
00:07:16,172:144:0:28,Often6
00:07:17,172:144:0:35,Often3
00:07:18,172:144:0:35,Often5
00:07:19,172:144:0:22,Sometimes2
00:07:20,172:144:0:30,Often4
00:07:21,172:144:0:28,Often1
00:07:22,172:144:0:25,Regularly1
00:07:23,172:144:0:29,Often3
00:07:24,172:144:0:35,Often6
00:07:25,172:144:0:32,Often5
00:07:26,172:144:0:29,Often2
00:07:27,172:144:0:34,Sometimes2
00:07:28,172:144:0:29,Often6
00:07:29,172:144:0:29,Often8
00:07:30,172:144:0:27,Regularly3
00:07:31,172:144:0:29,Rarely
00:07:32,172:144:0:32,Sometimes1
00:07:33,172:144:0:27,Rarely
00:07:34,172:144:0:33,Often2
00:07:35,172:144:0:22,Often7
00:07:36,172:144:0:25,Often6
00:07:37,172:144:0:32,Rarely
00:07:38,172:144:0:35,Often4
00:07:39,172:144:0:31,Often2
00:07:40,175:144:22:6,Rarely
00:07:41,172:144:0:33,Sometimes1
00:07:42,172:144:0:36,Often1
00:07:43,172:144:0:35,Often8
00:07:44,172:144:0:28,Sometimes1
00:07:45,172:144:0:35,Often3
00:07:46,172:144:0:37,Regularly3
00:07:47,172:144:0:22,Often8
00:07:48,172:144:0:23,Often7
00:07:49,172:144:0:33,Often6
00:07:50,172:144:0:22,Often5
00:07:51,172:144:0:26,Often7
00:07:52,172:144:0:24,Rarely
00:07:53,172:144:0:34,Regularly2
00:07:54,172:144:0:26,Often4
00:07:55,172:144:0:31,Rarely
00:07:56,172:144:0:24,Often4
00:07:57,172:144:0:37,Often7
00:07:58,175:144:22:2,Sometimes1
00:07:59,172:144:0:29,Often4
00:08:00,172:144:0:25,Often1
00:08:01,172:144:0:36,Sometimes2
00:08:02,172:144:0:31,Often8
00:08:03,172:144:0:25,Sometimes2
00:08:04,172:144:0:34,Often6
00:08:05,175:144:22:5,Regularly1
00:08:06,172:144:0:33,Often7
00:08:07,172:144:0:25,Often8
00:08:08,172:144:0:22,Rarely
00:08:09,172:144:0:26,Often6
00:08:10,172:144:0:35,Regularly1
00:08:11,172:144:0:23,Regularly2
00:08:12,172:144:0:25,Often1
00:08:13,172:144:0:34,Often8
00:08:14,172:144:0:31,Often4
00:08:15,172:144:0:29,Often4
00:08:16,172:144:0:32,Regularly2
00:08:17,172:144:0:25,Sometimes1
00:08:18,172:144:0:24,Regularly3
00:08:19,172:144:0:32,Often5
00:08:20,172:144:0:24,Regularly3
00:08:21,172:144:0:29,Often6
00:08:22,172:144:0:23,Often6
00:08:23,172:144:0:32,Regularly1
00:08:24,172:144:0:27,Often7
00:08:25,172:144:0:37,Regularly2
00:08:26,172:144:0:30,Regularly3
00:08:27,172:144:0:28,Often3
00:08:28,172:144:0:28,Often3
00:08:29,172:144:0:37,Sometimes1
00:08:30,172:144:0:30,Often5
00:08:31,172:144:0:25,Often8
00:08:32,172:144:0:32,Regularly2
00:08:33,172:144:0:35,Often1
00:08:34,172:144:0:22,Often7
00:08:35,172:144:0:37,Often2
00:08:36,172:144:0:29,Often7
00:08:37,172:144:0:24,Often3
00:08:38,172:144:0:27,Sometimes2
00:08:39,172:144:0:29,Regularly3
00:08:40,172:144:0:23,Often5
00:08:41,172:144:0:36,Regularly1
00:08:42,172:144:0:32,Regularly3
00:08:43,172:144:0:27,Often6
00:08:44,172:144:0:28,Often2
00:08:45,172:144:0:35,Often6
00:08:46,172:144:0:27,Rarely
00:08:47,172:144:0:30,Regularly2
00:08:48,172:144:0:36,Often3
00:08:49,172:144:0:33,Often8
00:08:50,172:144:0:28,Often3
00:08:51,172:144:0:24,Regularly3
00:08:52,172:144:0:32,Often7
00:08:53,172:144:0:22,Regularly2
00:08:54,172:144:0:36,Often8
00:08:55,172:144:0:23,Often6
00:08:56,172:144:0:24,Often7
00:08:57,172:144:0:25,Often1
00:08:58,172:144:0:26,Sometimes1
00:08:59,172:144:0:34,Often5
00:09:00,172:144:0:34,Often6
00:09:01,172:144:0:28,Regularly1
00:09:02,172:144:0:25,Regularly2
00:09:03,172:144:0:24,Often8
00:09:04,172:144:0:27,Sometimes2
00:09:05,172:144:0:28,Rarely
00:09:06,172:144:0:24,Often5
00:09:07,172:144:0:37,Often3
00:09:08,172:144:0:33,Often2
00:09:09,172:144:0:29,Often5
00:09:10,172:144:0:34,Often1
00:09:11,172:144:0:30,Often8
00:09:12,172:144:0:26,Sometimes1
00:09:13,172:144:0:35,Sometimes2
00:09:14,172:144:0:36,Often2
00:09:15,172:144:0:25,Often8
00:09:16,172:144:0:36,Sometimes1
00:09:17,172:144:0:37,Often5
00:09:18,172:144:0:32,Regularly3
00:09:19,172:144:0:36,Often2
00:09:20,172:144:0:35,Often5
00:09:21,175:144:22:5,Rarely
00:09:22,172:144:0:32,Often4
00:09:23,172:144:0:31,Often5
00:09:24,172:144:0:27,Regularly1
00:09:25,172:144:0:32,Sometimes2
00:09:26,172:144:0:26,Regularly3
00:09:27,172:144:0:37,Often3
00:09:28,172:144:0:33,Sometimes2
00:09:29,172:144:0:32,Often5
00:09:30,172:144:0:32,Often8
00:09:31,172:144:0:23,Often8
00:09:32,172:144:0:32,Rarely
00:09:33,175:144:22:3,Sometimes2
00:09:34,172:144:0:22,Rarely
00:09:35,175:144:22:6,Sometimes2
00:09:36,175:144:22:6,Rarely
00:09:37,172:144:0:37,Often6
00:09:38,172:144:0:32,Often5
00:09:39,172:144:0:26,Often6
00:09:40,172:144:0:22,Often7
00:09:41,172:144:0:27,Often5
00:09:42,172:144:0:34,Often4
00:09:43,172:144:0:24,Sometimes2
00:09:44,172:144:0:35,Often1
00:09:45,172:144:0:22,Regularly1
00:09:46,175:144:22:7,Regularly3
00:09:47,175:144:22:6,Sometimes2
00:09:48,172:144:0:33,Sometimes2
00:09:49,172:144:0:35,Sometimes2
00:09:50,175:144:22:3,Rarely
00:09:51,172:144:0:33,Often1
00:09:52,172:144:0:37,Regularly1
00:09:53,172:144:0:28,Regularly3
00:09:54,172:144:0:22,Regularly1
00:09:55,172:144:0:22,Often6
00:09:56,172:144:0:22,Often7
00:09:57,172:144:0:34,Often5
00:09:58,172:144:0:30,Often6
00:09:59,172:144:0:35,Often6
00:10:00,172:144:0:29,Often3
00:10:01,172:144:0:34,Regularly3
00:10:02,172:144:0:35,Often2
00:10:03,172:144:0:22,Often8
00:10:04,172:144:0:37,Regularly3
00:10:05,175:144:22:6,Rarely
00:10:06,172:144:0:25,Often3
00:10:07,172:144:0:29,Often4
00:10:08,172:144:0:28,Often6
00:10:09,172:144:0:28,Often4
00:10:10,175:144:22:7,Sometimes1
00:10:11,172:144:0:35,Sometimes1
00:10:12,172:144:0:29,Often1
00:10:13,172:144:0:31,Regularly3
00:10:14,172:144:0:26,Often6
00:10:15,172:144:0:28,Often7
00:10:16,172:144:0:35,Often3
00:10:17,172:144:0:30,Often6
00:10:18,172:144:0:29,Often4
00:10:19,172:144:0:22,Regularly3
00:10:20,172:144:0:30,Regularly3
00:10:21,172:144:0:37,Often6
00:10:22,172:144:0:31,Often5
00:10:23,172:144:0:33,Often8
00:10:24,172:144:0:25,Often6
00:10:25,172:144:0:32,Regularly3
00:10:26,172:144:0:25,Often5
00:10:27,172:144:0:31,Sometimes2
00:10:28,172:144:0:37,Often6
00:10:29,172:144:0:30,Often2
00:10:30,172:144:0:24,Often6
00:10:31,172:144:0:24,Regularly2
00:10:32,172:144:0:32,Regularly2
00:10:33,172:144:0:30,Often5
00:10:34,172:144:0:33,Often6
00:10:35,172:144:0:35,Regularly2
00:10:36,172:144:0:35,Often4
00:10:37,172:144:0:23,Often1
00:10:38,172:144:0:36,Often4
00:10:39,172:144:0:36,Often7
00:10:40,172:144:0:32,Regularly3
00:10:41,172:144:0:37,Regularly3
00:10:42,172:144:0:28,Regularly2
00:10:43,172:144:0:35,Regularly2
00:10:44,172:144:0:25,Sometimes1
00:10:45,172:144:0:34,Often3
00:10:46,172:144:0:25,Regularly2
00:10:47,172:144:0:35,Regularly1
00:10:48,172:144:0:24,Regularly3
00:10:49,172:144:0:27,Regularly3
00:10:50,172:144:0:29,Often5
00:10:51,172:144:0:27,Often5
00:10:52,172:144:0:27,Regularly1
00:10:53,172:144:0:26,Often8
00:10:54,172:144:0:27,Often5
00:10:55,172:144:0:30,Often6
00:10:56,172:144:0:25,Often2
00:10:57,172:144:0:24,Regularly1
00:10:58,172:144:0:24,Regularly2
00:10:59,172:144:0:24,Often7
00:11:00,172:144:0:35,Often3
00:11:01,172:144:0:31,Rarely
00:11:02,172:144:0:29,Regularly1
00:11:03,172:144:0:22,Sometimes2
00:11:04,172:144:0:23,Rarely
00:11:05,172:144:0:22,Often7
00:11:06,172:144:0:24,Rarely
00:11:07,172:144:0:28,Regularly1
00:11:08,172:144:0:26,Regularly3
00:11:09,172:144:0:27,Often3
00:11:10,172:144:0:31,Regularly2
00:11:11,172:144:0:31,Often2
00:11:12,172:144:0:33,Often4
00:11:13,172:144:0:26,Sometimes2
00:11:14,172:144:0:27,Often1
00:11:15,172:144:0:32,Sometimes1
00:11:16,172:144:0:22,Often1
00:11:17,172:144:0:27,Often6
00:11:18,172:144:0:24,Often8
00:11:19,172:144:0:26,Often1
00:11:20,172:144:0:32,Sometimes2
00:11:21,172:144:0:27,Often7
00:11:22,172:144:0:30,Regularly1
00:11:23,172:144:0:23,Often8
00:11:24,172:144:0:34,Often1
00:11:25,172:144:0:32,Regularly3
00:11:26,172:144:0:35,Often2
00:11:27,172:144:0:24,Regularly3
00:11:28,172:144:0:31,Often3
00:11:29,172:144:0:27,Regularly1
00:11:30,172:144:0:33,Often1
00:11:31,172:144:0:34,Often4
00:11:32,172:144:0:22,Often1
00:11:33,172:144:0:37,Regularly3
00:11:34,172:144:0:26,Often3
00:11:35,172:144:0:30,Often3
00:11:36,172:144:0:26,Often8
00:11:37,172:144:0:23,Often1
00:11:38,172:144:0:32,Often1
00:11:39,172:144:0:32,Regularly1
00:11:40,172:144:0:31,Often7
00:11:41,172:144:0:29,Often6
00:11:42,172:144:0:34,Sometimes1
00:11:43,172:144:0:22,Often7
00:11:44,172:144:0:35,Often5
00:11:45,172:144:0:37,Often8
00:11:46,175:144:22:5,Sometimes1
00:11:47,172:144:0:33,Often2
00:11:48,172:144:0:26,Often7
00:11:49,172:144:0:25,Regularly2
00:11:50,172:144:0:29,Often6
00:11:51,172:144:0:22,Regularly2
00:11:52,175:144:22:7,Rarely
00:11:53,172:144:0:30,Often5
00:11:54,172:144:0:23,Often3
00:11:55,172:144:0:29,Often7
00:11:56,172:144:0:23,Regularly1
00:11:57,172:144:0:32,Regularly3
00:11:58,172:144:0:31,Often3
00:11:59,172:144:0:30,Often8
00:12:00,172:144:0:24,Often5
00:12:01,172:144:0:24,Rarely
00:12:02,172:144:0:23,Often5
00:12:03,172:144:0:34,Often4
00:12:04,172:144:0:29,Regularly2
00:12:05,172:144:0:23,Often7
00:12:06,172:144:0:37,Often4
00:12:07,172:144:0:34,Often6
00:12:08,172:144:0:36,Often2
00:12:09,172:144:0:36,Often8
00:12:10,172:144:0:29,Often6
00:12:11,172:144:0:34,Often3
00:12:12,172:144:0:24,Often3
00:12:13,172:144:0:36,Regularly2
00:12:14,172:144:0:32,Regularly1
00:12:15,175:144:22:7,Rarely
00:12:16,172:144:0:32,Sometimes1
00:12:17,172:144:0:36,Often2
00:12:18,172:144:0:36,Often3
